comment_text,identity_attack_x,bias,target,category,rationale
I must admit I have not read his book. I assumed this dialogue to which he was referring was a reconsideration of church teaching on the subject.  Of course it is not only gay people who have had enough from the institutional church.,0.5,bias,gays,lgbtq,prejudice against gays
Is white privilege the same as shark bait?,0.8,bias,whites,race,prejudice against whites
... all you christians are super fake.  praying at the alters of greed and war ... SICK.,0.65,bias,christians,religion,prejudice against christians
Dont like gay marriage?  Dont have one.  Dont want to support gay marriage?  Dont bake a cake for one.  This is not hard.,0.6,bias,gays,lgbtq,prejudice against gays
They tell stuff like that while aborting thousands of black babies.,0.5625,neutral,,none,
Who writes these morons speeches? No matter where or who is speaking the theme is the same WHITE racism but BLACK racism is OK??? Kill the boer Mshiniwam etc.etc. The biggest problem is that the great unwashed believe this crap that spouts from these morons,0.542857143,neutral,,none,
Why do we mourn for Briton killed by Islamic terrorist but not an Islamic terrorist killed by another Islamic terrorist?,0.5,neutral,,none,
Yeah.  Im a veteran I think Palin is a white trash imbecile who should have the class to slink off the national stage but obviously lacks it.,0.557142857,bias,whites,race,prejudice against whites
Frankly Mike Brooks an idiotic comment like that would make me eager to leave if individuals like you are typical of those ensnared by Catholic groupthink no wonder the Roman Catholic Church is in trouble. And dont waste your time trying to convince yourself that it isnt. .,0.263888889,neutral,,none,
Get the Chechen homosexuals over here ASAP,0.563380282,bias,homosexuals,lgbtq,prejudice towards homosexuals
Was hostile lesbian Mary Bryson in that department working ??,0.9,bias,lesbian,lgbtq,prejudice towards lesbians
You compare young war hero Captain Kahn with the Fort Hood shooter only because they were both Muslim?  That is extreme racism on your part.  Shame on you.,0.5,bias,muslims,religion,prejudice against muslims
Its official. Canadians have been driven to mental illness.   The test for civility here is confusing. I rated a comment referring to the left as disgusting and vile as not good but civil. There were no personal names. Vile means disgusted and the poster was disgusted. So ??? If thats not OK why is Fiberals allowed? Thats referring to the Liberals as liars.,0.6,bias,canadians,race,prejudice against canadians
Yeah Democrats like slavery. And yet black people vote overwhelmingly for Democrats. Silly black people.,0.946887967,bias,"democrates,blacks","race,political",prejudice against democrats and blacks
The Israelis like their combat females..a lot.  They also have no issues with transgendered military personnel.,0.5,bias,"israelis,women,transgenders","race,gender,lgbtq","prejudice against race,gender and lgbtq"
I will guess that once all muslims are gone that terrorist attacks will stop.,0.9,bias,muslims,religion,prejudice against muslims
Didnt you know if your white and any one other than white cuts in line in front of you when you call them on it your immediately a white supremacist racist dirt bag you were supposed to realize that after the last 8 years of conditioning.  Whats wrong with you? You must be a white supremacist too.  end sarc,0.6,neutral,,none,
A white nationalist killed a woman in cold blood. What part of that do you not understand?,0.6,bias,whites,race,prejudice against whites
Ah so you support sexism and pretend you are following Christ when you do so. How completely unchristian of you. You are saying that God is a bigot.,0.264705882,neutral,,none,
In Amerikkka black people because identifying someone using a colour is just so enlightened are only allowed to be grateful  Anything else is uppity and makes people nervous because it does not fit the traditional narrative of white hegemony.,0.5,bias,"blacks,whites",race,prejudice against blacks and whites
Why are you guys so obsessed with the black guy and the woman. Its been six months now. You know? its kind of creepy. You really cant let go of your hatred can you?,0.257575758,neutral,,none,
the only this idiot has accomplished is the most holidays in less than 2 yrs n most hrs logged on  OUR jet most faggot parades attended by one goof in one yr   excellent legacy,0.285714286,bias,gays,lgbtq,prejudice against gays
And people wonder why so many black people are in jail. Its because some of them commit vicious crimes and deserve to be incarcerated.  For life in this case.,0.5,bias,blacks,race,prejudice against blacks
Anne Coulter is not a far right wing radical conservative. She is merely conservative.  In the same way Theo Van Gogh was not a far right wing radical xenophobic filmmaker. He was a gay man in Amsterdam who was defending his right to live as such in the face of racial violent and in his case murderous Muslims who really do want to destroy the liberal society of that city.,0.6,bias,"muslims,gays","religion,lgbtq",prejudice against muslims and gays
Mental illness Wally....  REally..   Being a true Canadian is being mental..... Move on......,0.257142857,bias,canadians,race,prejudice against canadians
Sure run tranny Mike see how badly she gets beat. Republicans would love it.,0.5,neutral,,none,
Im not sure I see a pattern of racial discrimination in favor of black people in this country.  Do you have any studies that dont include cherrypicked items?,0.5,bias,blacks,race,prejudice against blacks
Jews were not engaged in terrorism against Germans. Palestinians are engaged in terrorism against Jews.,0.5,bias,jewish,religion,prejudice against jewish
Karem is a fag,0.5625,bias,homosexuals,lgbtq,prejudice against homosexuals
Its so much fun watching the Clinton media choke as they try to explain how they blew it. Even if trump eventually loses its worth seeing. What is not funny is watching these idiots on ABC say trump is winning because of uneducated white people. Funny I thought Oregon voted for Hillary.,0.275,neutral,,none,
How is it the white people are always blamed for islamophobia and being racist. It is time the government opened there eyes and put these type of comments in the right order. It is the museums and other middle eastern people that will not or refuse are customs and the way we live. They come to Canada and want us to change to their way of life. These people or most of these people do not even try to get along with Canadian people. They usually only associate with there own race and the kids go around in gangs looking for trouble with white people. I have no idea why the government always make it seem it is the white people that cause these racial issues. Why can the government start to look after Canadians and tell these people they have to adjust to are way of living 100. And if they are not willing to do this then leave are country. I am just one white person out of many that are deemed to be a racist. And one of many that has had it with being called a racist.,0.8,neutral,,none,
Somehow Mr. Dalton doesnt strike me as an apologist for white folks.  On the contrary he makes it pretty clear that he despises them.  :  Thats too bad because he hasnt met a white person yet who could help being white  they were born that way  ,0.5,bias,whites,race,prejudice against whites
Awwww poor Greggy. Hurt by the mean feminists.,0.271428571,bias,feminists,political,prejudice against feminists
You have to dig deep into Christian lore to come up with an example like that. Most Christians have transcended the silly stage of their religion many Muslims appear not to.,0.7,bias,muslims,religion,prejudice against muslims
Icon: you really must love promoting death and hate men.  To properly raise a child it takes both a mother and a father.     Who are going to be the sperm donors after you kill off all the men or are you just going to cage us all up and put us in a zoo somewhere?,0.28,neutral,,none,
The Trump legacy for America. White Supremacy Nazi Fascism feeding the Billionaire Barons with the resources of the nation while aiding and abetting the thugs flying Stars and Bars traitorous flags. Time fo a Revolution to take back America from the Nazi creeps.,0.5,bias,whites,race,prejudice against whites
ITS A RACE BATING GAME TO AVOID THE TRUTH AND FACTS.WE ALL KNOW ISLAM ENCOURAGES THE RAPE AND BEATING OF WOMEN ESPECIALLY NON MUSLIMS.. ITS A RIGHT THEY FEEL THEY HAVE. TORONTO.  SERIAL RAPIST WAS MUSLIM 1000 WOMEN HE RAPED. THIS AICLE IS SMOKE AND MIRRORS. WE ARE NOT STUPID. BlackLivesMatter dont let them pander to you this is not a color thing this is a religious culture issue that the left is using you to hide. wake up Black Men. Dont take the bait.,1,bias,muslims,religion,prejudice against muslims
Where are the Conservative howls of indignation that Trump is a secret Muslim for not using the words radical Islamic terrorism? The Saudis offer a platform to the worlds most famous Islamophobe to give a speech on Islam in the birthplace of Islam while Trump makes arms deals and hotel deals with them.  Trump informed most of the Gulf governments in private that his antiMuslim and antiArab rhetoric was all for the campaign and that it would be business as usual after the election. And his supporters call this draining the swamp and being politically incorrect. Looks more like the staged fakery of WWE with a corruption and duplicity subplot.,0.833333333,neutral,,none,
Yes lets have the old white guys sit down and be quiet....lets hear from women and people of color for a change,0.6,bias,"whites,women,colored people","race,gender","prejudice against whites and towards colored people, women"
The only snowflakes I see are the insecure white supremacists and the Nazi pansies.,0.594594595,bias,"whites, nazi","race,political",prejudice against whites and nazis
chinese drivers are a real problem....not sure how they got their licence.  careless negligent and no one seems to care. a real mess.,0.5,bias,chinese,race,prejudice against chinese
exactly far too many Self Loathing White Liberals in this paper.  They will screw up this country so badly it will take generations to take it back,0.287878788,bias,"whites,liberals","race,political",prejudice against white liberals
You call my post hate garbage are you saying that Jade is NOT a Lesbian?????    What do you not understand about FACTS???????,0.263157895,neutral,,none,
What the bleep is with this crap?  Were celebrating a culture that enslaves women beats them if they show any skin and marries them off at 9 years old?  Get your heads out of your asses Globe,0.285714286,neutral,,none,
A white woman on her knees. Hmmmm. In a room full of black men. Is this a movie script?,0.6,bias,"whites,women,blacks,men","race,gender",prejudice against races and genders
trump should single the white nationalists out  just like obama should have singled out BLM for their violence.,0.833333333,bias,"whites,blacks",race,prejudice towards blacks and whites
Exactly KPMg is just putting a black in charge to settle the defilement of whites this is weak genuinely. Shame for KPMG...,0.6625,neutral,,none,
No more queers and faggots in the military. Its about time.,0.879003559,bias,"queers,faggots",lgbtq,prejudice against queers and faggots
Trump isnt black.  He is a fascist buffoon though.,0.281690141,neutral,,none,
Say what? Failure of the Gay UN troops????? How do we know their sexual orientation?,0.525,neutral,,none,
And that is what black people do the world over.,0.5,neutral,,none,
Monsieur The Kettle is black...sayeth...Madame The Pot,0.7,neutral,,none,
Over 800 black males have been shot or killed by other black males in CHicago this year so far.   On a national level black males are about 3000 more dangerous to each other than are cops. But the Globe Clinton Obama BLM and all other left wing political critics of Trump steadfastly never talk about it.,0.8,bias,blacks,race,prejudice against blacks
It is possible to condemn the homophobia of TMOA and other Muslim organizations without insinuating that they or individual members are terrorists.,0.5,bias,muslims,religion,prejudice against muslims
So funny. Classical joke where blacks cant recognize a blackface actress. Proved whites ARE smarter than blacks. Made for good fodder for SNL.,0.7125,bias,blacks,race,prejudice against blacks
SO MUCH WINNING BY NIKKI HALEY  shes going to make a great first woman president sorry Hillary but no one likes you but everyone likes Nikki Haley plus shes way better looking and not a lesbian :o,0.6,bias,lesbians,lgbtq,prejudice against lesbians
If you identify yourself as black but are in fact not perfectly African black then dont be surprised .... And you are the one perceiving yourself as being blacker than black ...,0.7,neutral,,none,
I forgot. Only Muslims and immigrants are responsible for all wrongdoing by any other member of their demographic....,0.8,bias,muslims,religion,prejudice against muslims
Apparently Imams and Muslims clerics  calling for death to Jews in Toronto is nothing to get upset about. Anybody who does take pause over such common Muslims attitudes is just a bigot  Islamophobe. Antisemitism is something only white people are guilty of because  Muslims say kill all Jews with love in their hearts.,0.671428571,bias,muslims,religion,prejudice against muslims
Ask the Korean neighborhood in LA during the 1992 riots... or ask the black men in Ferguson MO protecting their white bosses convenience store during their riots if they would have preferred double barrel shotguns against angry mobs... you shouldnt be so quick to curb anyones liberties. Tomorrow it may be your turn.,0.5,bias,"blacks,whites",race,prejudice against blacks and whites
I am amazed but pleased that the Globe did not censor you for saying that. Seems we are normally not allowed to state that  fact. Blacks commit crimes against Cops way more than the reverse,0.6,bias,blacks,race,prejudice against blacks
Muslimmaniacs,0.967611336,bias,muslims,religion,prejudice against muslims
LMAO. White Mexicans vs. brown Mexicans. I really needed a good laugh.,0.5375,neutral,,none,
Angry white guys? Im blue.,0.6,bias,whites,race,prejudice against whites
Which means get rid of all the white folks and Asian settler colonials right?,0.5,bias,"whites, asians",race,"prejudice against whites, asians"
Black crime has gotten way out of hand as I stated previously. Evidently facts and statistics are uncivil. Pathetic,0.578947368,bias,blacks,race,prejudice against blacks
The gays need colonoscopy.,0.685714286,bias,gays,lgbtq,prejudice against gays
This guy is worried about racists but is doing the bidding of the biggest racists the Guptas who dont see blacks as equals but as useful idiots.,0.578947368,bias,"guptas,blacks",race,prejudice against blacks and guptas
This mofo be black How he be aress? Blm need to get they ass over there an be protess this injustis agains they own How dare this bro be arres?  Pardon the vernacular here but hey he be a rapper,0.571428571,neutral,,none,
Right Mr. Ph.D I made up the 2000 year dogmatic teaching that homosexual acts are mortally sinful. Just where did you earn that doctorate?,0.8,bias,homosexuals,lgbtq,prejudice against homosexuals
Attempts to go along have never panned out well for Israel.  Jewish intolerance?  LOL,0.5,bias,jews,religion,prejudice against jews
The pastor is not a Christian and an idiot to compare Hillary election loss to Jesus death and resurrection. Hillary is not a Christian either.,0.272727273,neutral,,none,
Trump is an idiot white people are racist and men are all pigs....there that should make it through the denver post civil moderators,0.545454545,bias,"whites,men","race,gender",prejudice against whitess and men are pigs
Nope. White men are pretty scary. Especially Christian ones. They reeeeally hate women as well as POC.,0.714285714,bias,"whites,christians","race,religion",prejudice against a race and religion
Why? because they make people obey the law and use decency instead of allowing the treatment of women like pigs or goats? Get real,0.285714286,neutral,,none,
Firing gays who marry is OK? Not in my vision of Christianity.,0.513513514,neutral,,none,
Propaganda of homosexuality should be forbidden.,0.6,bias,lgbtq,lgbtq,prejudice against lgbtq
... what a dirtbag waste of human skin USA Republican christians elected ...,0.625,bias,conservatives,political,prejudice against conservatives
Ho hum.  Muslims being Muslims.  How boring. Tell me. Has there anything positive ever come out of Islam?,0.628571429,bias,muslims,religion,prejudice against muslims
Once again an innocent driver is attacked by roving gangs of pedestrian thugs throwing themselves at his vehicle merely for appearing to be Muslim  How long oh lord how long....?,0.9,neutral,,none,
Your coyness doesnt  work with anyone as everyone knows that your Drunks Lives Matter and Dont Shoot is mocking blacks and their Black Lives Matter and Dont Shoot. Not everyone is as stupid as you.,0.684210526,neutral,,none,
Well doesnt this mean that NO TRADE AT ALL with all the Muslim countries in the world where gays are not treated as equals.... GOOD.... boycott all the Muslim countries in the world. HA HA... the left and the progressives and their friends in the Marxist community will finally have to admit that Muslims kill gays in some countries and persecute them in all the others. WAKE UP TIME for the TRUTH.,0.628571429,bias,muslims,religion,prejudice against muslims
Gays need to keep a low profile. There is no need to antagonize another possible killer.,0.5625,bias,gay,lgbtq,prejudice against gay
If your daughter had been blown up by one your answer would be yes but if you are far removed as we are in Canada your answer is no. Regardless we must put an end to this Islamist madness.,0.55,bias,muslims,religion,prejudice against muslims
Blacks oppress themselves,0.8,bias,blacks,race,prejudice against blacks
Why is the failed 4th estate still not calling the Bundy and friends group what they are? The are RIGHT WING CHRISTIANMORMON ANTI GOVERNMENT TERRORISTS. If a muslim group had done what they did the ending would have been very different and the headlines would have used the scary terrorist word.,0.6,bias,christians,religion,prejudice against christians
Had he been smart Few could have shot a black man and walked away scot free.,0.5,bias,blacks,race,
They only became so wealthy because white privilege. Or something.,0.6,bias,whites,race,prejudice against whites
What lily white bunch you people are...He didnt make those comments to women directly Locker room talk goes on everyday by Women and Men...Get Real you hypocrites...,0.263157895,neutral,,none,
EXACT TRUMP QUOTES COnt. Black guys counting my money I hate it. The only kind of people I want counting my money are short guys wearing yarmulkes Those are the only kind of people I want counting my money. Nobody elseBesides that I tell you something else. I think that guys lazy. And its probably not his fault because laziness is a trait in Blacks.  By the way this and its companion post are reposts muzungu.u But since you clearly never read them Im providing them again.  Enjoy.,0.8,bias,"blacks,jews","race,religion",prejudice against blacks and jews
why cant someone feel threatened by big black woman and get rid of her?  what a farce..  what society must accept anything just because they are blacks?  no...,0.725,bias,blacks,race,prejudice against blacks
this report is gay as fuck,0.903979239,bias,gays,lgbtq,prejudice against men
Interesting. Alberta has a NDP government. Calgary has a gay Muslim mayor while Toronto had Rob Ford and Montreal had a mayor who was jailed.   And Alberta is right wing?,0.5,bias,"gays,muslims","lgbtq,religion",prejudice towards gays and muslims
Arabs cant live in relative peace with other Arabs. Balfur declaration or not.,0.5,bias,arabs,race,prejudiced against arabs
The operative term there is of late. Historically Catholics seem to prefer burning at the stake to beheading.  The vast majority of terrorists in the US are white male Christians. Why dont you get incensed about that RD?,0.5,bias,"men,whites,christians","gender, race",prejudice against men and whites
Gary Johnson is a WHITE MALE Triggered,0.7,neutral,,none,
The most hated Women in Ontario Ho Ho Ho and a Merry Christmas to you..,0.258064516,neutral,,none,
Urban  nonwhite in your vocabulary.,0.5,neutral,,none,
Trumps in charge now so he should be accountable for anything bad thats happening in the USA.  Like how he blames that Muslim Obama for everything.,0.8,bias,muslims,religion,prejudice against muslims
If that many  I guess this is a lot like that one drop rule in the old south.  Just one gay marriage will destroy all heterosexual marriages in the whole world,0.671428571,bias,gays,lgbtq,prejudice against gays
Is that the white kind?  I mean since you hate whites so much?,0.527777778,neutral,,none,
No surprise considering that obama is just another lying muslim,0.693877551,bias,muslim,religion,prejudice against muslims
I guess that means a few more gays are going to be killed because of this religion.  How many women are going to be abused too.,0.642857143,neutral,,none,
And also how many of the so called Christians are also white racists.,0.65,bias,christians,religion,prejudice against christians
So what?  White men have benefited from their white privilege for over 400 years and now youre whining about 4 visible minorities who are being given a chance in to show their skills?,0.6,bias,whites,race,prejudice against whites
How many of the 47 bias crimes were due to Islamic terrorists?,0.5,neutral,,none,
LIEING GIMPGO BACK TO YE HOMOSEXUAL FKFESTRUSSIA AINT NYT PFFYE DIG FK YE UNCLE SAM SKELETOR DKYE NOTHING ABSOLUTELY BEEN DUSTED TO ASHES HOMEY 8O,0.557142857,bias,homosexuals,lgbtq,prejudice against homosexuals
Apparently the town folk voted for Trump because they bought the belief that only Muslims can be terrorists.  Im glad hes educating them.,0.7,bias,muslims,religion,prejudice against muslims
What do other countries do about this ? Or is it just the US that has this transgender nonsense?,0.8,bias,americans,race,prejudice against americans
Thanks for proving once again the facts and circumstance are a foreign concept to you.   If you actually looked at the facts you would notice that the civilian casualties were actually the result of the US protecting the vast majority of Muslim civilians from other Muslim facists and terrorists.,0.8,bias,muslims,religion,prejudice against muslims
Yes suicide bombings are all the Wests fault How does he explain Muslims killing Muslims? ISIL has probably killed more Muslims then Westerners. He appears to be a leftwing ninnie.,0.513157895,bias,muslims,religion,prejudice against muslimss
Once again we see the wonderful and positive effects black people bring to our nation.  Killed a white guy in cold blood after robbing him.  Same as it always is.,0.728571429,bias,blacks,race,prejudice against blacks and towards whites
Not just Mike but all good Catholics consider homosexual activity to be mortally sinful including oral sex. All sex outside of marriage is mortally sinful.,0.5,bias,homosexuals,lgbtq,prejudice against homosexuals
these people were hired to work for the AMERICAN  people not refugee muslims   VOTE THEM OUT,0.8,bias,muslims,religion,prejudice towards muslims
Conservative Christians have the power. Conservative Christians cant stand the fact gay people have the same rights as them. They want to restore their former power imbalance that was in favor of them. Conservative Christians want the right to discriminate against gay people on religious grounds. But if a gay business owner discriminates against a Christian that Christian can sue the gay business owner on grounds of religious discrimination.,1,bias,christians,religion,prejudice against christians
Aw did some RWNJBs get triggered by my comment?  I guess it goes against their narrative.   Im more likely to be shot by a white guy than taken out by a random Muslim. Ill take my chances with the Muslims.,0.614285714,bias,"whites,muslims","race,religion",prejudice against whites and muslims
Cant wait for his next meltdown when someone does his genealogy and he finds out his grandma is Jewish and his greatgranddad is Black.,1,neutral,,none,
Yeah   because up until now Islamic State really loved the US And the West in general They love us so much sometimes they cut off peoples heads to keep as a souvenir,0.5,bias,muslims,religion,prejudice against muslims
Clearly you have no pride in the work our soldiers are doing to help those suffering under the siege of Islamic terrorists.,0.5,bias,muslims,religion,prejudice against muslims
I swear fools really believe that cops put on their gear in the morning and say I sure hope I get my life ruined while shooting a black guy today,0.514285714,neutral,,none,
So every Friday in every mosque the imams pray for the killing of all Jews and infidels.  But we must show solidarity with muslims?  Welcome to the left wing twilight zone,0.528571429,bias,muslims,religion,prejudice against muslims
The FN Chiefs already know the answers they are looking for but refuse to accept that Indigenous men are the culprits:  Exactly they will not accept anything other than it is all the white mans fault.,0.6,bias,"whites,men","race,gender",prejudice against race and genders
Imam calling for Jews to be killed in sermon at Montreal mosque draws police complaint,0.8,neutral,,none,
We will see women as popes  when Islamic men stop raping women playing tahharush killing gays forcing them to cover up not allowing them to drive stop performing genital mutilation etc. Jk we know neither will ever happen. Now run along and make my white self a sandwich honey,0.828571429,bias,muslims,religion,prejudice against muslims
why is this even being discussed? because the lying liberal media hates Trump republicans conservatives and caucasian males.,0.5,bias,"liberals,republicans,conservatives,caucassians,men","political,race,gender","prejudice against liberals and towards republicans,conservatives,caucassians male"
Thats all well and good but when its all the blacks in the sports taking the knee and raising  their closed fist...remember the Black Power salute?...then its them who are creating and dividing our country....itll all end when they stop doing this crap...,0.5125,bias,blacks,race,prejudice against blacks
Think Cardinal Burke? I think not. Think instead that pederasty is common among homosexual male culture and then think homosexual lobby in the Vatican.,0.6,bias,homosexuals,lgbtq,prejudice against homosexuals
Muslim radicals kill more Muslims than anyone else. Not a day passes when Muslims are not murdering fellow Muslims.,0.6,bias,muslims,religion,prejudice against muslims
Because existing as a black president is race baiting.... Get real.,0.5,bias,blacks,race,prejudice against blacks
No they just dont like immigrants coming to their country subsisting off Government handouts and gang raping their Women... imagine that?,0.271428571,neutral,,none,
Milwaikee is the most biggoted city I have ever lived in.  Every ethnic group talks trash about the others.  The only thing they agree upon is their hate for Hispanics Blacks and Asians.,0.7,bias,milwaikee,race,prejudice against milwaikee
Islam is a mental disease ?,0.880952381,neutral,,none,
Whites kill whites and blacks kill blacks more often  a function of being in closer proximity to each other.  Meaningful discussions are so much more possible when one presents the complete facts.,0.5625,bias,"whites,blacks ",race,prejudice against whites and blacks
I spent four years at NIU west of Chicago. You marched through a safe neighborhood and you werent wearing blackface. In 196973 Chicagos South and Southwest sides had some very threatening neighborhoods for white fools in blackface.,0.888888889,neutral,,none,
I have no problem with Islam. I have a big problem with radical Islam. I have no problem with liberals. I have a big problem with far leftespecially the Antifa crowd. I also have a problem with the far rightespecially the white supremicists.,0.8,neutral,,none,
Alan I suggest you look up the word Taqiyya.  It is what makes Islam so dangerous. We are but infidels worthy  only of death according to the Quran.  When you learn a little bit more then write about how Muslims are human like us.  Except their religion teaches to kill and ours teaches to love.  See the difference?,0.6,bias,muslims,religion,prejudice against muslims
Silly.  Catholics who voted for Trump voted for America skin color irrelevant.,0.2625,neutral,,none,
So sez who?  Elizabeth Warrens brother  Oh I know you are the brother to the Wolf Eagle  Why do you hate white so much.  If not for them you would be speaking Japanese  Hating whites I know you would not want to speak German. Right Go study WWII instead of Bambi and Mark and shut the yap,0.538461538,bias,whites,race,prejudice towards whites
 But on matters like abortion gay marriage etc. he has essentially conned the social conservatives. He has.  But they in turn have coopted him. There is no evidence that Trump is even remotely interested in the issues that matter to socalled social conservatives but he is surrounded by people who do care about them. Mike Pence is an unrepentant prolific gay basher and Sessions is a reliable social conservative who will pursue policies designed to constrict or reverse the advances in civil political and human rights of various minorities.,0.6,bias,gays,lgbtq,prejudice against gays
Oooh found the white guy who hates chicks and brown guys.,0.557142857,bias,whites,race,prejudice against a race
That only works when vermin like Muslims arent involved in the mix.,0.707692308,bias,muslims,religion,prejudice against muslims
more whites are killed by cops actually. its just that relative to population  blacks are killed at a higher rate. maybe its because blacks commit way more crime than whites per capita.,0.7125,bias,blacks,race,prejudice against blacks
And this is why Black folks should stay out of the woods...,0.774193548,bias,blacks,race,prejudice against blacks
... White folks refuse to do those jobs anyway ...   As a teenager I spent many long hot hours in farmers fields laboring under the sun for minimum wage with quite a few other white kids.    Your viewpoints are extremely onesided and parochial.,0.5,bias,whites,race,prejudice against whites
Regarding your numbers Dennis:  based on the priests that I have known in my lifetime I would say that the vast majority of those who were unmarried were gay  80 and I am being generous on the side of not overstating at the very least.  And for those who are inclined to quarrel with me about married priests please remember that in my Church rite thats permitted.  I think that is what makes this entire issue so ridiculous to me  most of those who are insisting that gay men may not become priests are themselves gay.,0.8,bias,gays,lgbtq,prejudice against gays
The first rule for the TSA. Look at white folks before all others. Theyre the most dangerous. And the most angry.,0.7,bias,whites,race,prejudice against whites
Using your logic gays should have nothing to say about contraception.,0.833333333,bias,gays,lgbtq,prejudice against gays
Yet these same groups look the other way when islam teaches it is O.K. to beat women to rape women for not dressing properly and allow the raping of non Islamic women  The hypocrisy is staggering,0.626666667,bias,muslims,religion,prejudice against muslims
Have you noticed that if you rearrange the letters in illegal aliens and add just a few more letters it spells out: Go home you freeloading benefit grabbing kid producing violent nonEnglish speaking assholes and take those other hairyfaced sandal wearing bomb making goat loving raggedy ass bastards with you?,0.271428571,neutral,,none,
A fascist has a Jewish soninlaw?  Black members of his administration?  Supports Israel?  What am I missing here?,0.6,neutral,,none,
Anyone well educated that has any intellectually honesty will not be voting for Hillary.  Given the choice between a businessman with a rodent on his head the unqualified and racist tags are nothing more than regurgitated media lines and a liar who cant be trusted give me the business person.  Trust the polls not just yet.  The white trash inbreed thing wow.,0.613333333,bias,whites,race,prejudice against whites
Portland was called the skinhead city or white supremacist city.  I didnt even know it till I read it.  And I thought it was a beautiful place to live unless youre white.  Nothing but White Punks on Dope.,0.5,bias,whites,race,prejudice against whites
24 yo black kid high speed chase evading police. Yep yo arsies gonna get shot off. Stupid boy. Didnt yo daddy tell you to stop dont run look at the police into their eyes no make any fast moves and keep yo hands in plain view? You ever watch COPS? The popos always run. Makes the cops angry and gives them an opportunity to beat you up shoot you and plant guns. It shouldnt be surprising that juries acquit the cops. If you black you guilty and deserve to wasted. Of course they will side with the corrupt cops. You popos are way out of control all over the nation. As long as you break the rules of law and order the cops will kill you. We are tired of your lawlessness.,0.55,bias,blacks,race,prejudice against blacks
My neighborhood had a gay straight tranny granny psycho nonpsycho maybepsycho could be psycho march for under noticed imbeciles.....  everyone showed up,0.625,bias,gays,lgbtq,prejudice against gays
You are ignoring my point.  Ascendant Islam today is nasty literal cruel and evil.,0.575757576,bias,muslims,religion,prejudice against islam
Racist whitehating libtard.,0.557142857,bias,liberals,political,prejudice against liberals
When black people started to insist that they be allowed to sit in the front of the bus to go to white schools and to be served at white restaurants some white people were bored.  Stephen J. Remington,0.5,bias,"blacks,whites",race,prejudice against blacks and whites
where is the condemnation from the local islamic group?  it is referenced in the article but all that was printed was some lame bull statement about being stereotyped.  Think about this incident and tell me we shouldnt be stopping POS like this from coming into our country?,0.5,bias,muslims,religion,prejudice against islam
Muslims are killing Muslims.  Their war has been ongoing for over 1400 years.  Why is the west getting involved?  Let them kill each other if that is what they want to do.  After all neither side is suing for peace.,0.557142857,bias,muslims,religion,prejudice against muslimss
Got a love these jerks at the AUSCP.  How dare you Pope Francis attack Gay Priests and support the idea they are less worthy for priesthood.  Dont you know that you should follow the Association of US Catholic Priests and only attack the human dignity of all women called to priesthood and equal ordination.  Only women arent really people.  You might actually hurt men when you strip their souls by taking away their experience of equal sacredness by taking away a whole sacrament without any real reason.  AUSCP only feels women are not harmed by their forced voicelessness in our church and sacramental slavery and that is what we stated to you Pope Francis in our letter just two years ago  please limit only women to deacons.   A Statement  released by the 1200member Ohiobased organization charged that the terms homosexual tendencies and deepseated homosexual tendencies are ambiguous and disrespectful of the personhood of those who identify with a homosexual orientation.,0.5,neutral,,none,
The vast majority of mass shooters in this country have been white males. The vast majority of cop killers are white people. Most white violent crime victims are victims of white criminals. Yet white males are not profiled. Being white has its privileges.,0.7,bias,"whites,men","race,gender",prejudice against white males
Mateen killed those 50 gay people and shot  another 50 for the glory of Allah.,0.5,bias,"gays,muslims","lgbtq,religion",prejudice against gays and muslims
Fabers writing Thank God white people populated America and not the blacks is not like someone using the perfectly good word niggardly  not even a little bit. One is a racist comment the other merely sounds like it but isnt.,0.5,bias,"blacks,whites",race,prejudice against blacks and whites
Nope. They dont.  Bigots are scum.     Even if they manage to get a degree in something they are still scum.  Black. White Brown doesnt matter.    BA BS JD PhD MFA.  GED.  doesnt matter.    They are still scum,0.605633803,neutral,,none,
Mexicans are also Christians. White Christians really dont seem very Christian to me.,0.642857143,bias,whites,race,prejudice against whites
Many Muslims are horrified at the prospect of being buried beside a Jew.,0.6,bias,"muslims,jews",religion,prejudice towards muslims and against jews
More love from the religion of peace? Islam doesnt seem to be so much a religion as an invading army.,0.6,bias,muslims,religion,prejudice against muslims
The Brits wont learn until its to late.   Gotta get ride of all those Muslims.,0.5875,bias,muslims,religion,prejudice against muslims
Would the transgendered adult male who now identifies as a prepubescent girl suffer from a psychological disorder in your opinion?,0.5,neutral,,none,
Catholic immigrants massacred huge numbers of indigenous populations millions in fact.  Does that count or does it have to be Americans of white descent to count?,0.5,bias,"whites,christians","race,religion",prejudice against whites and christians
My bank has the same policy.  I told them I would comply when they insist Muslims do the same.,0.5,bias,muslims,religion,prejudice towards muslims
.  Being a toronto guy  how many of the dailynow shootings and stabbings in Toronto are perpetrated by white men?   Or you just see white?,0.7,bias,whites,race,prejudice against muslims
Trump is banning ALL Muslim from the seven countries. Doesnt this strike you as just the teeniest bit extreme?,0.5,neutral,,none,
Wait a minute...   DontheCon calls out NFL players for exercising their 1st Amendment rights while working ALL while he is doing the exact same thing. Trumpo works for us. We taxpayers are his employer KettleBlack. Yo Don shut the... up,0.6,bias,blacks,race,prejudice against blacks
